file_name;future_predicion;seed;seq_length;epochs;batch_size;learning_rate;patience;verbose;standard_scaler;validation_avg_mae;validation_avg_rmse;validation_avg_mape;validation_avg_tfe;future_predictions_mae_nov_dec_2019;future_predictions_rmse_nov_dec_2019;future_predictions_mape_nov_dec_2019;future_predictions_tfe_nov_dec_2019
20240713-1723-LSTM_v8v4_feb_tfe2_0.6153.csv.metrics.json;FALSO;52;3;100;32;0,0001;10;0;1;8,156813119;14,14517926;512,3623517;0,615329455;8,156813119;17,62570217;512,3623517;0,587276485
20240713-1727-LSTM_v8v4_feb_tfe2_0.446.csv.metrics.json;FALSO;52;6;100;32;0,0001;10;0;1;4,413424973;9,534775579;298,0245339;0,445979602;4,413424973;10,6882793;298,0245339;0,321254322
20240713-1731-LSTM_v8v4_feb_tfe2_0.395.csv.metrics.json;FALSO;52;12;100;32;0,0001;10;0;1;4,387869022;9,670827662;150,7558741;0,395032408;4,387869022;10,86907843;150,7558741;0,324512029
20240713-1733-LSTM_v8v4_feb_tfe2_0.9668.csv.metrics.json;FALSO;52;3;100;64;0,0001;10;0;1;9,289058313;14,0351286;1023,225302;0,966790883;9,289058313;16,19125371;1023,225302;0,669270774
20240713-1735-LSTM_v8v4_feb_tfe2_0.4524.csv.metrics.json;FALSO;52;6;100;64;0,0001;10;0;1;4,467682607;9,403404967;316,7857348;0,452413198;4,467682607;10,37272153;316,7857348;0,324160332
20240713-1738-LSTM_v8v4_feb_tfe2_0.4082.csv.metrics.json;FALSO;52;12;100;64;0,0001;10;0;1;4,638226156;10,92607249;165,0149982;0,408188099;4,638226156;12,72264768;165,0149982;0,343181896
20240713-1742-LSTM_v8v4_feb_tfe2_0.4449.csv.metrics.json;FALSO;52;3;100;16;0,0001;10;0;1;4,920736017;10,93273181;281,331581;0,444864273;4,920736017;13,05022819;281,331581;0,353622509
20240713-1748-LSTM_v8v4_feb_tfe2_0.4509.csv.metrics.json;FALSO;52;6;100;16;0,0001;10;0;1;4,373118805;8,948067726;305,5844901;0,450869536;4,373118805;9,841059414;305,5844901;0,318597521
20240713-1754-LSTM_v8v4_feb_tfe2_0.4223.csv.metrics.json;FALSO;52;12;100;16;0,0001;10;0;1;4,727200309;10,30465209;184,1173642;0,422254574;4,727200309;11,7315689;184,1173642;0,350256399
20240713-1756-LSTM_v8v4_feb_tfe2_0.2749.csv.metrics.json;FALSO;52;3;50;32;0,0001;10;0;0;3,510485398;8,421436293;111,9442381;0,274870456;3,510485398;9,525934873;111,9442381;0,253073771
20240713-1759-LSTM_v8v4_feb_tfe2_0.2734.csv.metrics.json;FALSO;52;6;50;32;0,0001;10;0;0;3,359721686;8,065057302;120,6058051;0,273446497;3,359721686;9,103013336;120,6058051;0,245009103
20240713-1805-LSTM_v8v4_feb_tfe2_0.2746.csv.metrics.json;FALSO;52;12;50;32;0,0001;10;0;0;3,424978877;8,419117509;98,09474495;0,274576182;3,424978877;9,742223989;98,09474495;0,252482587
20240713-1807-LSTM_v8v4_feb_tfe2_0.2864.csv.metrics.json;FALSO;52;3;50;64;0,0001;10;0;0;3,696535914;9,068731657;116,9805248;0,286407785;3,696535914;10,40120929;116,9805248;0,267286514
20240713-1810-LSTM_v8v4_feb_tfe2_0.2845.csv.metrics.json;FALSO;52;6;50;64;0,0001;10;0;0;3,521152899;8,370970852;114,0259906;0,284531966;3,521152899;9,453942735;114,0259906;0,256695936
20240713-1814-LSTM_v8v4_feb_tfe2_0.288.csv.metrics.json;FALSO;52;12;50;64;0,0001;10;0;0;3,598415522;9,029495256;115,0428311;0,288017451;3,598415522;10,52949623;115,0428311;0,266045013
20240713-1820-LSTM_v8v4_feb_tfe2_0.2629.csv.metrics.json;FALSO;52;3;50;16;0,0001;10;0;0;3,295202325;7,827089361;101,4891503;0,262941326;3,295202325;8,825514617;101,4891503;0,23758271
20240713-1825-LSTM_v8v4_feb_tfe2_0.2683.csv.metrics.json;FALSO;52;6;50;16;0,0001;10;0;0;3,309560004;8,253737901;116,3859735;0,268287635;3,309560004;9,411056817;116,3859735;0,240593444
20240713-1834-LSTM_v8v4_feb_tfe2_0.2735.csv.metrics.json;FALSO;52;12;50;16;0,0001;10;0;0;3,366110544;8,09807949;94,0173986;0,273472575;3,366110544;9,407949365;94,0173986;0,248229958
20240713-1836-LSTM_v8v4_feb_tfe2_0.2698.csv.metrics.json;FALSO;52;3;20;32;0,0001;10;0;0;3,354298202;7,912903479;115,3743246;0,269835668;3,354298202;8,921426074;115,3743246;0,243240266
20240713-1839-LSTM_v8v4_feb_tfe2_0.2987.csv.metrics.json;FALSO;52;6;20;32;0,0001;10;0;0;3,824185844;9,090356575;118,8607581;0,298674371;3,824185844;10,54480588;118,8607581;0,279650191
20240713-1843-LSTM_v8v4_feb_tfe2_0.2813.csv.metrics.json;FALSO;52;12;20;32;0,0001;10;0;0;3,469257016;8,757760383;97,95861737;0,281258481;3,469257016;10,13734979;97,95861737;0,254984336
20240713-1844-LSTM_v8v4_feb_tfe2_0.3064.csv.metrics.json;FALSO;52;3;20;64;0,0001;10;0;0;4,14345969;9,639064244;123,5953058;0,306395964;4,14345969;11,07844756;123,5953058;0,300164896
20240713-1847-LSTM_v8v4_feb_tfe2_0.3207.csv.metrics.json;FALSO;52;6;20;64;0,0001;10;0;0;4,376240584;8,969408791;132,7594996;0,320654653;4,376240584;10,15683582;132,7594996;0,318243034
